match_id,city,venue,date,team1,team2,toss_winner,toss_decision,winner,player_of_match,season,month,day,match_result_type,toss_match_win,day_type
417,Ahmedabad,Narendra Modi Stadium,2023-05-02,Delhi Capitals,Gujarat Titans,Delhi Capitals,Bat,Delhi Capitals,Mohammed Shami,2023,5,2,Normal,Yes,Weekday
418,Lucknow,Ekana Cricket Stadium,2023-05-03,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Field,No Result,No Player,2023,5,3,No Result,No,Weekday
419,Mohali,PCA Stadium,2023-05-03,Punjab Kings,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Ishan Kishan,2023,5,3,Normal,Yes,Weekday
420,Hyderabad,RGI Stadium,2023-05-04,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Cv Varun,2023,5,4,Normal,Yes,Weekday
421,Jaipur,Sawai Mansingh Stadium,2023-05-05,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,Bat,Gujarat Titans,Rashid Khan,2023,5,5,Normal,No,Weekday
422,Chennai,MA Chidambaram Stadium,2023-05-06,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,M Pathirana,2023,5,6,Normal,Yes,Weekend
423,Delhi,Arun Jaitley Stadium,2023-05-06,Royal Challengers Bengaluru,Delhi Capitals,Royal Challengers Bengaluru,Bat,Delhi Capitals,Pd Salt,2023,5,6,Normal,No,Weekend
424,Ahmedabad,Narendra Modi Stadium,2023-05-07,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Field,Gujarat Titans,Shubman Gill,2023,5,7,Normal,No,Weekend
425,Jaipur,Sawai Mansingh Stadium,2023-05-07,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,Bat,Sunrisers Hyderabad,Gd Phillips,2023,5,7,Normal,No,Weekend
426,Kolkata,Eden Gardens,2023-05-08,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Bat,Kolkata Knight Riders,Ad Russell,2023,5,8,Normal,No,Weekday
427,Mumbai,Wankhede Stadium,2023-05-09,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Sa Yadav,2023,5,9,Normal,Yes,Weekday
428,Chennai,MA Chidambaram Stadium,2023-05-10,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Chennai Super Kings,Ra Jadeja,2023,5,10,Normal,Yes,Weekday
429,Kolkata,Eden Gardens,2023-05-11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Ybk Jaiswal,2023,5,11,Normal,Yes,Weekday
430,Mumbai,Wankhede Stadium,2023-05-12,Mumbai Indians,Gujarat Titans,Gujarat Titans,Field,Mumbai Indians,Sa Yadav,2023,5,12,Normal,No,Weekday
431,Hyderabad,RGI Stadium,2023-05-13,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,Bat,Lucknow Super Giants,Pn Mankad,2023,5,13,Normal,No,Weekend
432,Delhi,Arun Jaitley Stadium,2023-05-13,Punjab Kings,Delhi Capitals,Delhi Capitals,Field,Punjab Kings,P Simran Singh,2023,5,13,Normal,No,Weekend
433,Jaipur,Sawai Mansingh Stadium,2023-05-14,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Wd Parnell,2023,5,14,Normal,Yes,Weekend
434,Chennai,MA Chidambaram Stadium,2023-05-14,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Bat,Kolkata Knight Riders,Rk Singh,2023,5,14,Normal,No,Weekend
435,Ahmedabad,Narendra Modi Stadium,2023-05-15,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Gujarat Titans,Shubman Gill,2023,5,15,Normal,No,Weekday
436,Lucknow,Ekana Cricket Stadium,2023-05-16,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Lucknow Super Giants,Mp Stoinis,2023,5,16,Normal,No,Weekday
437,Dharamsala,HPCA Stadium,2023-05-17,Delhi Capitals,Punjab Kings,Punjab Kings,Field,Delhi Capitals,Rr Rossouw,2023,5,17,Normal,No,Weekday
438,Hyderabad,RGI Stadium,2023-05-18,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,V Kohli,2023,5,18,Normal,Yes,Weekday
439,Dharamsala,HPCA Stadium,2023-05-19,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,D Padikkal,2023,5,19,Normal,Yes,Weekday
440,Delhi,Arun Jaitley Stadium,2023-05-20,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Bat,Chennai Super Kings,Rd Gaikwad,2023,5,20,Normal,Yes,Weekend
441,Kolkata,Eden Gardens,2023-05-20,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Lucknow Super Giants,N Pooran,2023,5,20,Normal,No,Weekend
442,Mumbai,Wankhede Stadium,2023-05-21,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,C Green,2023,5,21,Normal,Yes,Weekend
443,Bengaluru,M Chinnaswamy Stadium,2023-05-21,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Shubman Gill,2023,5,21,Normal,Yes,Weekend
444,Chennai,MA Chidambaram Stadium,2023-05-23,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Field,Chennai Super Kings,Rd Gaikwad,2023,5,23,Normal,No,Weekday
445,Chennai,MA Chidambaram Stadium,2023-05-24,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,Bat,Mumbai Indians,Akash Madhwal,2023,5,24,Normal,Yes,Weekday
446,Ahmedabad,Narendra Modi Stadium,2023-05-26,Gujarat Titans,Mumbai Indians,Mumbai Indians,Field,Gujarat Titans,Shubman Gill,2023,5,26,Normal,No,Weekday
447,Ahmedabad,Narendra Modi Stadium,2023-05-29,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Dp Conway,2023,5,29,Normal,Yes,Weekday
448,Chennai,MA Chidambaram Stadium,2024-03-22,Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Bat,Chennai Super Kings,Mustafizur Rahman,2024,3,22,Normal,No,Weekday
449,New Chandigarh,Mullanpur International Cricket Stadium,2024-03-23,Delhi Capitals,Punjab Kings,Punjab Kings,Field,Punjab Kings,Sm Curran,2024,3,23,Normal,Yes,Weekend
450,Kolkata,Eden Gardens,2024-03-23,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Kolkata Knight Riders,Ad Russell,2024,3,23,Normal,No,Weekend
451,Jaipur,Sawai Mansingh Stadium,2024-03-24,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,Bat,Rajasthan Royals,Sv Samson,2024,3,24,Normal,Yes,Weekend
452,Ahmedabad,Narendra Modi Stadium,2024-03-24,Gujarat Titans,Mumbai Indians,Mumbai Indians,Field,Gujarat Titans,B Sai Sudharsan,2024,3,24,Normal,No,Weekend
453,Bengaluru,M Chinnaswamy Stadium,2024-03-25,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,V Kohli,2024,3,25,Normal,Yes,Weekday
454,Chennai,MA Chidambaram Stadium,2024-03-26,Chennai Super Kings,Gujarat Titans,Gujarat Titans,Field,Chennai Super Kings,S Dube,2024,3,26,Normal,No,Weekday
455,Hyderabad,RGI Stadium,2024-03-27,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Sunrisers Hyderabad,Abhishek Sharma,2024,3,27,Normal,No,Weekday
456,Jaipur,Sawai Mansingh Stadium,2024-03-28,Rajasthan Royals,Delhi Capitals,Delhi Capitals,Field,Rajasthan Royals,R Parag,2024,3,28,Normal,No,Weekday
457,Bengaluru,M Chinnaswamy Stadium,2024-03-29,Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Sp Narine,2024,3,29,Normal,Yes,Weekday
458,Lucknow,Ekana Cricket Stadium,2024-03-30,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,Bat,Lucknow Super Giants,Mp Yadav,2024,3,30,Normal,Yes,Weekend
459,Ahmedabad,Narendra Modi Stadium,2024-03-31,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,Bat,Gujarat Titans,Mm Sharma,2024,3,31,Normal,No,Weekend
460,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2024-03-31,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bat,Delhi Capitals,Kk Ahmed,2024,3,31,Normal,Yes,Weekend
461,Mumbai,Wankhede Stadium,2024-04-01,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Ta Boult,2024,4,1,Normal,Yes,Weekday
462,Bengaluru,M Chinnaswamy Stadium,2024-04-02,Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Lucknow Super Giants,Mp Yadav,2024,4,2,Normal,No,Weekday
463,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2024-04-03,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Bat,Kolkata Knight Riders,Sp Narine,2024,4,3,Normal,Yes,Weekday
464,Ahmedabad,Narendra Modi Stadium,2024-04-04,Gujarat Titans,Punjab Kings,Punjab Kings,Field,Punjab Kings,Shashank Singh,2024,4,4,Normal,Yes,Weekday
465,Hyderabad,RGI Stadium,2024-04-05,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Sunrisers Hyderabad,Abhishek Sharma,2024,4,5,Normal,Yes,Weekday
466,Jaipur,Sawai Mansingh Stadium,2024-04-06,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Jc Buttler,2024,4,6,Normal,Yes,Weekend
467,Mumbai,Wankhede Stadium,2024-04-07,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Mumbai Indians,R Shepherd,2024,4,7,Normal,No,Weekend
468,Lucknow,Ekana Cricket Stadium,2024-04-07,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,Bat,Lucknow Super Giants,Yash Thakur,2024,4,7,Normal,Yes,Weekend
469,Chennai,MA Chidambaram Stadium,2024-04-08,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ra Jadeja,2024,4,8,Normal,Yes,Weekday
470,New Chandigarh,Mullanpur International Cricket Stadium,2024-04-09,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Field,Sunrisers Hyderabad,Nithish Kumar Reddy,2024,4,9,Normal,No,Weekday
471,Jaipur,Sawai Mansingh Stadium,2024-04-10,Rajasthan Royals,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Rashid Khan,2024,4,10,Normal,Yes,Weekday
472,Mumbai,Wankhede Stadium,2024-04-11,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Jj Bumrah,2024,4,11,Normal,Yes,Weekday
473,Lucknow,Ekana Cricket Stadium,2024-04-12,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,Bat,Delhi Capitals,Kuldeep Yadav,2024,4,12,Normal,No,Weekday
474,New Chandigarh,Mullanpur International Cricket Stadium,2024-04-13,Punjab Kings,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,So Hetmyer,2024,4,13,Normal,Yes,Weekend
475,Kolkata,Eden Gardens,2024-04-14,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Pd Salt,2024,4,14,Normal,Yes,Weekend
476,Mumbai,Wankhede Stadium,2024-04-14,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Chennai Super Kings,M Pathirana,2024,4,14,Normal,No,Weekend
477,Bengaluru,M Chinnaswamy Stadium,2024-04-15,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Sunrisers Hyderabad,Tm Head,2024,4,15,Normal,No,Weekday
478,Kolkata,Eden Gardens,2024-04-16,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Jc Buttler,2024,4,16,Normal,Yes,Weekday
479,Ahmedabad,Narendra Modi Stadium,2024-04-17,Gujarat Titans,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Rr Pant,2024,4,17,Normal,Yes,Weekday
480,New Chandigarh,Mullanpur International Cricket Stadium,2024-04-18,Mumbai Indians,Punjab Kings,Punjab Kings,Field,Mumbai Indians,Jj Bumrah,2024,4,18,Normal,No,Weekday
481,Lucknow,Ekana Cricket Stadium,2024-04-19,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,Kl Rahul,2024,4,19,Normal,Yes,Weekday
482,Delhi,Arun Jaitley Stadium,2024-04-20,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,Field,Sunrisers Hyderabad,Tm Head,2024,4,20,Normal,No,Weekend
483,Kolkata,Eden Gardens,2024-04-21,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Kolkata Knight Riders,Ad Russell,2024,4,21,Normal,No,Weekend
484,New Chandigarh,Mullanpur International Cricket Stadium,2024-04-21,Punjab Kings,Gujarat Titans,Punjab Kings,Bat,Gujarat Titans,R Sai Kishore,2024,4,21,Normal,No,Weekend
485,Jaipur,Sawai Mansingh Stadium,2024-04-22,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Rajasthan Royals,Sandeep Sharma,2024,4,22,Normal,No,Weekday
486,Chennai,MA Chidambaram Stadium,2024-04-23,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,Mp Stoinis,2024,4,23,Normal,Yes,Weekday
487,Delhi,Arun Jaitley Stadium,2024-04-24,Delhi Capitals,Gujarat Titans,Gujarat Titans,Field,Delhi Capitals,Rr Pant,2024,4,24,Normal,No,Weekday
488,Hyderabad,RGI Stadium,2024-04-25,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,Bat,Royal Challengers Bengaluru,Rm Patidar,2024,4,25,Normal,Yes,Weekday
489,Kolkata,Eden Gardens,2024-04-26,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Field,Punjab Kings,Jm Bairstow,2024,4,26,Normal,Yes,Weekday
490,Delhi,Arun Jaitley Stadium,2024-04-27,Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Delhi Capitals,J Fraser-Mcgurk,2024,4,27,Normal,No,Weekend
491,Lucknow,Ekana Cricket Stadium,2024-04-27,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,Sv Samson,2024,4,27,Normal,Yes,Weekend
492,Ahmedabad,Narendra Modi Stadium,2024-04-28,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Wg Jacks,2024,4,28,Normal,Yes,Weekend
493,Chennai,MA Chidambaram Stadium,2024-04-28,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Chennai Super Kings,Rd Gaikwad,2024,4,28,Normal,No,Weekend
494,Kolkata,Eden Gardens,2024-04-29,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Bat,Kolkata Knight Riders,Cv Varun,2024,4,29,Normal,No,Weekday
495,Lucknow,Ekana Cricket Stadium,2024-04-30,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,Mp Stoinis,2024,4,30,Normal,Yes,Weekday
496,Chennai,MA Chidambaram Stadium,2024-05-01,Chennai Super Kings,Punjab Kings,Punjab Kings,Field,Punjab Kings,Harpreet Brar,2024,5,1,Normal,Yes,Weekday
497,Hyderabad,RGI Stadium,2024-05-02,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Sunrisers Hyderabad,B Kumar,2024,5,2,Normal,Yes,Weekday
498,Mumbai,Wankhede Stadium,2024-05-03,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Kolkata Knight Riders,Vr Iyer,2024,5,3,Normal,No,Weekday
499,Bengaluru,M Chinnaswamy Stadium,2024-05-04,Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Mohammed Siraj,2024,5,4,Normal,Yes,Weekend
500,Dharamsala,HPCA Stadium,2024-05-05,Chennai Super Kings,Punjab Kings,Punjab Kings,Field,Chennai Super Kings,Ra Jadeja,2024,5,5,Normal,No,Weekend
501,Lucknow,Ekana Cricket Stadium,2024-05-05,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,Field,Kolkata Knight Riders,Sp Narine,2024,5,5,Normal,No,Weekend
502,Mumbai,Wankhede Stadium,2024-05-06,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Sa Yadav,2024,5,6,Normal,Yes,Weekday
503,Delhi,Arun Jaitley Stadium,2024-05-07,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Field,Delhi Capitals,Kuldeep Yadav,2024,5,7,Normal,No,Weekday
504,Hyderabad,RGI Stadium,2024-05-08,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,Bat,Sunrisers Hyderabad,Tm Head,2024,5,8,Normal,No,Weekday
505,Dharamsala,HPCA Stadium,2024-05-09,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,Field,Royal Challengers Bengaluru,V Kohli,2024,5,9,Normal,No,Weekday
506,Ahmedabad,Narendra Modi Stadium,2024-05-10,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,Field,Gujarat Titans,Shubman Gill,2024,5,10,Normal,No,Weekday
507,Kolkata,Eden Gardens,2024-05-11,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Kolkata Knight Riders,Cv Varun,2024,5,11,Normal,No,Weekend
508,Chennai,MA Chidambaram Stadium,2024-05-12,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Bat,Chennai Super Kings,Simarjeet Singh,2024,5,12,Normal,No,Weekend
509,Bengaluru,M Chinnaswamy Stadium,2024-05-12,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Royal Challengers Bengaluru,C Green,2024,5,12,Normal,No,Weekend
510,Delhi,Arun Jaitley Stadium,2024-05-14,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,Field,Delhi Capitals,I Sharma,2024,5,14,Normal,No,Weekday
511,Guwahati,Barsapara Cricket Stadium,2024-05-15,Rajasthan Royals,Punjab Kings,Rajasthan Royals,Bat,Punjab Kings,Sm Curran,2024,5,15,Normal,No,Weekday
512,Mumbai,Wankhede Stadium,2024-05-17,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Lucknow Super Giants,N Pooran,2024,5,17,Normal,No,Weekday
513,Bengaluru,M Chinnaswamy Stadium,2024-05-18,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Royal Challengers Bengaluru,F Du Plessis,2024,5,18,Normal,No,Weekend
514,Hyderabad,RGI Stadium,2024-05-19,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Bat,Sunrisers Hyderabad,Abhishek Sharma,2024,5,19,Normal,No,Weekend
515,Ahmedabad,Narendra Modi Stadium,2024-05-21,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,Ma Starc,2024,5,21,Normal,No,Weekday
516,Ahmedabad,Narendra Modi Stadium,2024-05-22,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,Field,Rajasthan Royals,R Ashwin,2024,5,22,Normal,Yes,Weekday
517,Chennai,MA Chidambaram Stadium,2024-05-24,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Sunrisers Hyderabad,Shahbaz Ahmed,2024,5,24,Normal,No,Weekday
518,Chennai,MA Chidambaram Stadium,2024-05-26,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,Bat,Kolkata Knight Riders,Ma Starc,2024,5,26,Normal,No,Weekend
519,Kolkata,Eden Gardens,2025-03-22,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Kh Pandya,2025,3,22,Normal,Yes,Weekend
520,Hyderabad,RGI Stadium,2025-03-23,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Field,Sunrisers Hyderabad,Ishan Kishan,2025,3,23,Normal,No,Weekend
521,Chennai,MA Chidambaram Stadium,2025-03-23,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Noor Ahmad,2025,3,23,Normal,Yes,Weekend
522,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2025-03-24,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Ashutosh Sharma,2025,3,24,Normal,Yes,Weekday
523,Ahmedabad,Narendra Modi Stadium,2025-03-25,Punjab Kings,Gujarat Titans,Gujarat Titans,Field,Punjab Kings,Ss Iyer,2025,3,25,Normal,No,Weekday
524,Guwahati,Barsapara Cricket Stadium,2025-03-26,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Q De Kock,2025,3,26,Normal,Yes,Weekday
525,Hyderabad,RGI Stadium,2025-03-27,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,Sn Thakur,2025,3,27,Normal,Yes,Weekday
526,Chennai,MA Chidambaram Stadium,2025-03-28,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,Field,Royal Challengers Bengaluru,Rm Patidar,2025,3,28,Normal,No,Weekday
527,Ahmedabad,Narendra Modi Stadium,2025-03-29,Gujarat Titans,Mumbai Indians,Mumbai Indians,Field,Gujarat Titans,M Prasidh Krishna,2025,3,29,Normal,No,Weekend
528,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Stadium,2025-03-30,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Bat,Delhi Capitals,Ma Starc,2025,3,30,Normal,No,Weekend
529,Guwahati,Barsapara Cricket Stadium,2025-03-30,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,Field,Rajasthan Royals,N Rana,2025,3,30,Normal,No,Weekend
530,Mumbai,Wankhede Stadium,2025-03-31,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Mumbai Indians,Ashwani Kumar,2025,3,31,Normal,Yes,Weekday
531,Lucknow,Ekana Cricket Stadium,2025-04-01,Lucknow Super Giants,Punjab Kings,Punjab Kings,Field,Punjab Kings,P Simran Singh,2025,4,1,Normal,Yes,Weekday
532,Bengaluru,M Chinnaswamy Stadium,2025-04-02,Royal Challengers Bengaluru,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Mohammed Siraj,2025,4,2,Normal,Yes,Weekday
533,Kolkata,Eden Gardens,2025-04-03,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Kolkata Knight Riders,Vg Arora,2025,4,3,Normal,No,Weekday
534,Lucknow,Ekana Cricket Stadium,2025-04-04,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,Field,Lucknow Super Giants,Ds Rathi,2025,4,4,Normal,No,Weekday
535,Chennai,MA Chidambaram Stadium,2025-04-05,Delhi Capitals,Chennai Super Kings,Delhi Capitals,Bat,Delhi Capitals,Kl Rahul,2025,4,5,Normal,Yes,Weekend
536,New Chandigarh,Mullanpur International Cricket Stadium,2025-04-05,Rajasthan Royals,Punjab Kings,Punjab Kings,Field,Rajasthan Royals,Jc Archer,2025,4,5,Normal,No,Weekend
537,Kolkata,Eden Gardens,2025-04-08,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Lucknow Super Giants,N Pooran,2025,4,8,Normal,No,Weekday
538,Hyderabad,RGI Stadium,2025-04-06,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,Field,Gujarat Titans,Mohammed Siraj,2025,4,6,Normal,Yes,Weekend
539,Mumbai,Wankhede Stadium,2025-04-07,Royal Challengers Bengaluru,Mumbai Indians,Mumbai Indians,Field,Royal Challengers Bengaluru,Rm Patidar,2025,4,7,Normal,No,Weekday
540,New Chandigarh,Mullanpur International Cricket Stadium,2025-04-08,Punjab Kings,Chennai Super Kings,Punjab Kings,Bat,Punjab Kings,Priyansh Arya,2025,4,8,Normal,Yes,Weekday
541,Ahmedabad,Narendra Modi Stadium,2025-04-09,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,Field,Gujarat Titans,B Sai Sudharsan,2025,4,9,Normal,No,Weekday
542,Bengaluru,M Chinnaswamy Stadium,2025-04-10,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,Field,Delhi Capitals,Kl Rahul,2025,4,10,Normal,Yes,Weekday
543,Chennai,MA Chidambaram Stadium,2025-04-11,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Kolkata Knight Riders,Sp Narine,2025,4,11,Normal,Yes,Weekday
544,Lucknow,Ekana Cricket Stadium,2025-04-12,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,Field,Lucknow Super Giants,Ak Markram,2025,4,12,Normal,Yes,Weekend
545,Hyderabad,RGI Stadium,2025-04-12,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Bat,Sunrisers Hyderabad,Abhishek Sharma,2025,4,12,Normal,No,Weekend
546,Jaipur,Sawai Mansingh Stadium,2025-04-13,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,Field,Royal Challengers Bengaluru,Pd Salt,2025,4,13,Normal,Yes,Weekend
547,Delhi,Arun Jaitley Stadium,2025-04-13,Mumbai Indians,Delhi Capitals,Delhi Capitals,Field,Mumbai Indians,Kv Sharma,2025,4,13,Normal,No,Weekend
548,Lucknow,Ekana Cricket Stadium,2025-04-14,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,Field,Chennai Super Kings,Ms Dhoni,2025,4,14,Normal,Yes,Weekday
549,New Chandigarh,Mullanpur International Cricket Stadium,2025-04-15,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Bat,Punjab Kings,Ys Chahal,2025,4,15,Normal,Yes,Weekday
